RowNum	LocationID	SampleDate	SampleTime	Season	FlowCFS	DOppm	pH	TempC	TotAlkppm	ConduScm	SimgL	NO3mgL	SRPmgL	TPmgL	TSSmgL	TPLoadmgs	SedLoadmgs	Notes
1032	DHB_WRI	3/24/1990	1:00	spring	132.19								0.0053	0.0506	37.5	189.407146	140370.9086	AvgSRP&TP&TSS
1033	DHB_WRI	3/24/1990	3:00	spring	122.81								0.003333333	0.049666667	31	172.7213361	107805.9339	AvgSRP&TP&TSS
1034	DHB_WRI	3/24/1990	5:00	spring	113.43								0.0047	0.048933333	26	157.173734	83511.93006	AvgSRP&TP&TSS
1035	DHB_WRI	3/24/1990	7:00	spring	107.17								0.004333333	0.0526	27	159.62695	81937.78803	AvgSRP&TP&TSS
1036	DHB_WRI	3/24/1990	9:00	spring	104.05								0.004266667	0.047466667	15	139.8550211	44195.75775	AvgSRP&TP&TSS
1037	DHB_WRI	4/3/1990	11:00	spring	129.06								0.002566667	0.113	31.5	412.9688983	115119.6486	AvgSRP&TP&TSS
1038	DHB_WRI	4/3/1990	13:00	spring	132.19								0	0.104333333	34	390.5430601	127269.6238	AvgSRP&TP&TSS
1039	DHB_WRI	4/3/1990	15:00	spring	141.57								0.0013	0.0773	30.5	309.8831534	122269.5495	AvgSRP&TP&TSS
1040	DHB_WRI	4/3/1990	17:00	spring	163.45								0	0.1531	47	708.6101298	217535.4416	AvgSRP&TP&TSS
1041	DHB_WRI	4/3/1990	19:00	spring	207.2								0.001466667	0.1891	140	1109.503102	821419.536	AvgSRP&TP&TSS
1042	DHB_WRI	4/3/1990	21:00	spring	260.33								0.0037	0.269033333	296	1983.250403	2182042.325	AvgSRP&TP&TSS
1043	DHB_WRI	4/3/1990	23:00	spring	294.7								0.003466667	0.4305	384	3592.531067	3204487.642	AvgSRP&TP&TSS
1044	DHB_WRI	4/4/1990	1:00	spring	294.7								0.0058	0.4019	366	3353.863498	3054277.283	AvgSRP&TP&TSS
1045	DHB_WRI	4/4/1990	3:00	spring	282.2								0.007366667	0.302233333	297	2415.163912	2373344.048	AvgSRP&TP&TSS
1046	DHB_WRI	4/4/1990	5:00	spring	282.2								0.007066667	0.246566667	220	1970.328389	1758032.628	AvgSRP&TP&TSS
1047	DHB_WRI	4/4/1990	7:00	spring	275.95								0.010066667	0.206266667	174	1611.783443	1359649.25	AvgSRP&TP&TSS
1048	DHB_WRI	4/4/1990	9:00	spring	266.58								0.010766667	0.1697	124	1281.022172	936044.4866	AvgSRP&TP&TSS
1049	DHB_WRI	4/4/1990	12:00	spring	250.95								0.001366667	0.129166667	84.5	917.8778592	600469.7722	AvgSRP&TP&TSS
1050	DHB_WRI	4/5/1990	13:00	spring	197.83								0	0.113	79.5	633.0205884	445355.1927	AvgSRP&TP&TSS
1051	DHB_WRI	4/5/1990	15:00	spring	213.45								0.003666667	0.104333333	53.5	630.6181721	323368.1053	AvgSRP&TP&TSS
1052	DHB_WRI	4/5/1990	17:00	spring	244.7								0.007633333	0.127966667	82.5	886.7027772	571656.5168	AvgSRP&TP&TSS
1053	DHB_WRI	4/5/1990	19:00	spring	263.45								0.008966667	0.131933333	82.5	984.2376584	615459.3761	AvgSRP&TP&TSS
1054	DHB_WRI	4/5/1990	21:00	spring	266.58								0.010433333	0.139966667	85	1056.572798	641643.3981	AvgSRP&TP&TSS
1055	DHB_WRI	4/5/1990	23:00	spring	260.33								0.0094	0.1186	69	874.2912827	508651.7581	AvgSRP&TP&TSS
1056	DHB_WRI	4/6/1990	1:00	spring	247.83								0.007933333	0.101633333	60	713.2426188	421068.1266	AvgSRP&TP&TSS
1057	DHB_WRI	4/6/1990	3:00	spring	235.33								0.007033333	0.084866667	52	565.5378571	346519.6597	AvgSRP&TP&TSS
1058	DHB_WRI	4/6/1990	5:00	spring	225.95								0.008033333	0.088233333	39	564.5368185	249530.8199	AvgSRP&TP&TSS
1059	DHB_WRI	4/6/1990	7:00	spring	210.33								0.002733333	0.066433333	34	395.6712586	202501.0967	AvgSRP&TP&TSS
1060	DHB_WRI	4/6/1990	9:00	spring	204.08								0.000133333	0.0551	23	318.4192281	132915.4673	AvgSRP&TP&TSS
1061	DHB_WRI	4/6/1990	11:00	spring	200.95								0.001733333	0.056666667	44.5	322.4504004	253218.4012	AvgSRP&TP&TSS
1062	DHB_WRI	4/6/1990	13:00	spring	207.2								0.001133333	0.058133333	40.5	341.0846816	237624.9372	AvgSRP&TP&TSS
1063	DHB_WRI	4/10/1990	14:00	spring	185.33								0	0.043866667	25.5	230.2118126	133823.7351	AvgSRP&TP&TSS
1064	DHB_WRI	4/10/1990	16:00	spring	216.58								0	0.078666667	25	482.4544764	153322.3965	AvgSRP&TP&TSS
1065	DHB_WRI	4/10/1990	18:00	spring	297.83								0	0.124366667	163.5	1048.865204	1378902.12	AvgSRP&TP&TSS
1066	DHB_WRI	4/10/1990	20:00	spring	416.57								0	0.5247	613	6189.367858	7230955.779	AvgSRP&TP&TSS
1067	DHB_WRI	4/11/1990	0:00	spring	638.42								0	1.31	1318	23682.36227	23826987.39	AvgSRP&TP&TSS
1068	DHB_WRI	4/11/1990	2:00	spring	685.29								0	1.674266667	1564	32489.74227	30349978.24	AvgSRP&TP&TSS
1069	DHB_WRI	4/11/1990	4:00	spring	729.04								0	1.376533333	1430	28417.46478	29521242.72	AvgSRP&TP&TSS
1070	DHB_WRI	4/11/1990	6:00	spring	707.17								0	0.903666667	918	18095.86436	18382888.39	AvgSRP&TP&TSS
1071	DHB_WRI	4/11/1990	8:00	spring	591.55								0	0.7702	722	12901.55962	12094165.21	AvgSRP&TP&TSS
1072	DHB_WRI	4/11/1990	10:00	spring	482.19								0	0.717166667	538	9792.318623	7345945.736	AvgSRP&TP&TSS
1073	DHB_WRI	4/11/1990	12:00	spring	432.19								0	0.362166667	443	4432.313096	5421577.634	AvgSRP&TP&TSS
1074	DHB_WRI	4/11/1990	14:00	spring	385.32								0	0.275133333	411	3002.009082	4484464.747	AvgSRP&TP&TSS
1075	DHB_WRI	4/11/1990	16:00	spring	360.32								0	0.238233333	255	2430.737922	2601811.267	AvgSRP&TP&TSS
1076	DHB_WRI	4/11/1990	18:00	spring	332.2								0	0.224633333	200	2113.104962	1881381.48	AvgSRP&TP&TSS
1077	DHB_WRI	4/11/1990	20:00	spring	310.33								0	0.167966667	175.5	1476.026337	1542226.364	AvgSRP&TP&TSS
1078	DHB_WRI	4/11/1990	22:00	spring	288.45								0	0.134533333	165	1098.873464	1347726.377	AvgSRP&TP&TSS
1079	DHB_WRI	4/12/1990	0:00	spring	269.7								0	0.1309	136	999.6957224	1038644.906	AvgSRP&TP&TSS
1080	DHB_WRI	4/12/1990	2:00	spring	254.08								0	0.131533333	105	946.3538356	755452.2528	AvgSRP&TP&TSS
1081	DHB_WRI	4/12/1990	4:00	spring	241.58								0	0.109733333	93.5	750.6660734	639616.7504	AvgSRP&TP&TSS
1082	DHB_WRI	4/12/1990	6:00	spring	222.83								0	0.0869	81	548.3283209	511100.0459	AvgSRP&TP&TSS
1083	DHB_WRI	4/12/1990	8:00	spring	213.45								0	0.0893	69	539.7527439	417054.1919	AvgSRP&TP&TSS
1084	DHB_WRI	4/12/1990	10:00	spring	204.08								0	0	53	0	306283.4681	AvgSRP&TP&TSS
1085	DHB_WRI	4/12/1990	12:00	spring	204.08								0	0	46.5	0	268720.4012	AvgSRP&TP&TSS
1086	DHB_WRI	4/12/1990	13:00	spring	204.08								0	0	37	0	213820.5343	AvgSRP&TP&TSS
1087	DHB_WRI	4/12/1990	15:00	spring	204.08								0	0	47	0	271609.8679	AvgSRP&TP&TSS
1088	DHB_WRI	4/12/1990	17:00	spring	204.08								0	0	36	0	208041.601	AvgSRP&TP&TSS
1089	DHB_WRI	4/12/1990	19:00	spring	200.95								0	0	43	0	244682.9495	AvgSRP&TP&TSS
1090	DHB_WRI	4/12/1990	21:00	spring	197.83								0	0	55	0	308107.3661	AvgSRP&TP&TSS
1091	DHB_WRI	4/12/1990	23:00	spring	188.45								0	0	32	0	170762.8368	AvgSRP&TP&TSS
1092	DHB_WRI	4/13/1990	1:00	spring	179.08								0	0	50.5	0	256085.9222	AvgSRP&TP&TSS
1093	DHB_WRI	5/5/1990	7:00	spring	75.91								0	0.0551	0	118.4398452		AvgSRP&TP&TSS
1094	DHB_WRI	5/5/1990	9:00	spring	125.93								0	0.051766667	0	184.597854		AvgSRP&TP&TSS
1095	DHB_WRI	5/5/1990	11:00	spring	144.69								0	0.0908	0	372.0245551		AvgSRP&TP&TSS
1096	DHB_WRI	5/5/1990	13:00	spring	113.43								0	0.026566667	0	85.33206294		AvgSRP&TP&TSS
1097	DHB_WRI	5/5/1990	15:00	spring	88.41								0	0.046566667	0	116.5799288		AvgSRP&TP&TSS
1098	DHB_WRI	5/5/1990	17:00	spring	72.78								0	0.021333333	0	43.96610619		AvgSRP&TP&TSS
1099	DHB_WRI	5/5/1990	19:00	spring	62.6								0	0.0423	0	74.98284966		AvgSRP&TP&TSS
1100	DHB_WRI	5/5/1990	21:00	spring	61								0	0.0411	0	70.9935507		AvgSRP&TP&TSS
1101	DHB_WRI	5/5/1990	23:00	spring	59.8								0	0.035966667	0	60.90439294		AvgSRP&TP&TSS
1102	DHB_WRI	5/6/1990	1:00	spring	58.6								0	0.0409	0	67.86848658		AvgSRP&TP&TSS
1103	DHB_WRI	5/6/1990	3:00	spring	56.99								0	0.048733333	0	78.64516224		AvgSRP&TP&TSS
1104	DHB_WRI	5/6/1990	5:00	spring	55.38								0	0.028853333	0	45.24766582		AvgSRP&TP&TSS
1105	DHB_WRI	5/6/1990	7:00	spring	53.77								0	0.040233333	0	61.25947761		AvgSRP&TP&TSS
1106	DHB_WRI	5/6/1990	9:00	spring	53.77								0	0.023566667	0	35.88272713		AvgSRP&TP&TSS
1107	DHB_WRI	5/6/1990	11:00	spring	54.57								0	0.023333333	0	36.05603558		AvgSRP&TP&TSS
1108	DHB_WRI	5/6/1990	13:00	spring	54.57								0	0.030066667	0	46.46077846		AvgSRP&TP&TSS
1109	DHB_WRI	5/6/1990	15:00	spring	52.16								0	0.0209	0	30.86960765		AvgSRP&TP&TSS
1110	DHB_WRI	5/6/1990	17:00	spring	52.16								0	0.029133333	0	43.03036168		AvgSRP&TP&TSS
1111	DHB_WRI	5/6/1990	19:00	spring	50.55								0	0.039633333	0	56.73211793		AvgSRP&TP&TSS
1112	DHB_WRI	5/6/1990	21:00	spring	49.74								0	0.026866667	0	37.84136679		AvgSRP&TP&TSS
1113	DHB_WRI	5/6/1990	23:00	spring	48.13								0	0.030733333	0	41.8863738		AvgSRP&TP&TSS
1114	DHB_WRI	5/7/1990	1:00	spring	47.33								0	0.043033333	0	57.67514957		AvgSRP&TP&TSS
1115	DHB_WRI	5/7/1990	3:00	spring	47.33								0	0.033166667	0	44.45141351		AvgSRP&TP&TSS
1116	DHB_WRI	5/7/1990	5:00	spring	46.53								0	0.0266	0	35.04789427		AvgSRP&TP&TSS
1117	DHB_WRI	5/13/1990	8:00	spring	46.53								0.014766667	0.0727	25.5	95.78879373	33598.54526	AvgSRP&TP&TSS
1118	DHB_WRI	5/13/1990	10:00	spring	61.8								0.0137	0.141266667	118	247.2153393	206498.8908	AvgSRP&TP&TSS
1119	DHB_WRI	5/13/1990	12:00	spring	163.45								0.010633333	0.243466667	137	1126.864445	634092.6701	AvgSRP&TP&TSS
1120	DHB_WRI	5/13/1990	14:00	spring	269.7								0.021733333	0.442033333	393.5	3375.850513	3005196.843	AvgSRP&TP&TSS
1121	DHB_WRI	5/13/1990	16:00	spring	319.7								0.017233333	0.421333333	459	3814.307448	4155301.709	AvgSRP&TP&TSS
1122	DHB_WRI	5/13/1990	18:00	spring	341.58								0.0163	0.3745	408	3622.359062	3946388.511	AvgSRP&TP&TSS
1123	DHB_WRI	5/13/1990	20:00	spring	350.95								0.0196	0.429633333	397	4269.632112	3945326.907	AvgSRP&TP&TSS
1124	DHB_WRI	5/13/1990	22:00	spring	266.57								0.021033333	0.453833333	336	3425.743982	2536283.464	AvgSRP&TP&TSS
1125	DHB_WRI	5/14/1990	0:00	spring	344.7								0.019466667	0.465066667	404	4539.455231	3943391.44	AvgSRP&TP&TSS
1126	DHB_WRI	5/14/1990	2:00	spring	294.7								0.017666667	0.4027	285	3360.539514	2378330.672	AvgSRP&TP&TSS
1127	DHB_WRI	5/14/1990	4:00	spring	250.95								0.015266667	0.385333333	224	2738.236907	1591777.858	AvgSRP&TP&TSS
1128	DHB_WRI	5/14/1990	6:00	spring	219.7								0.014733333	0.461933333	183	2873.800392	1138487.817	AvgSRP&TP&TSS
1129	DHB_WRI	5/14/1990	8:00	spring	191.58								0.013166667	0.407366667	110.5	2209.952298	599459.28	AvgSRP&TP&TSS
1130	DHB_WRI	5/14/1990	10:00	spring	172.83								0.0126	0.3572	88.5	1748.146484	433121.3992	AvgSRP&TP&TSS
1131	DHB_WRI	5/14/1990	12:00	spring	163.45								0.009166667	0.304733333	73.5	1410.431918	340188.4033	AvgSRP&TP&TSS
1132	DHB_WRI	5/14/1990	14:00	spring	147.82								0.0155	0.263166667	60.5	1101.568019	253242.0459	AvgSRP&TP&TSS
1133	DHB_WRI	5/14/1990	16:00	spring	135.31								0.007533333	0.230933333	39.5	884.8379859	151347.1442	AvgSRP&TP&TSS
1134	DHB_WRI	5/14/1990	18:00	spring	122.81								0.007733333	0.2194	12	762.9878029	41731.32924	AvgSRP&TP&TSS
1135	DHB_WRI	5/14/1990	20:00	spring	110.3								0.006833333	0.175966667	23	549.6081465	71837.3973	AvgSRP&TP&TSS
1136	DHB_WRI	5/14/1990	22:00	spring	97.79								0.010133333	0.259233333	31	717.8480593	85842.70233	AvgSRP&TP&TSS
1137	DHB_WRI	5/15/1990	0:00	spring	88.41								0.011133333	0.234966667	22.5	588.2404536	56328.88433	AvgSRP&TP&TSS
1138	DHB_WRI	5/15/1990	2:00	spring	79.03								0.013333333	0.277366667	15.5	620.7167866	34687.33391	AvgSRP&TP&TSS
1139	DHB_WRI	5/15/1990	4:00	spring	72.78								0.0159	0.310766667	14.5	640.4625233	29883.21327	AvgSRP&TP&TSS
1140	DHB_WRI	5/15/1990	6:00	spring	66.53								0.0096	0.317866667	17.5	598.8385531	32968.77518	AvgSRP&TP&TSS
1141	DHB_WRI	5/15/1990	10:00	spring	63								0.0036	0.0238	29	42.4585098	51735.159	AvgSRP&TP&TSS
1142	DHB_WRI	5/15/1990	12:00	spring	63								0.007166667	0.024966667	17	44.53980989	30327.507	AvgSRP&TP&TSS
1143	DHB_WRI	5/15/1990	14:00	spring	62.6								0.009733333	0.0207	19	36.69373494	33680.2398	AvgSRP&TP&TSS
1144	DHB_WRI	5/15/1990	16:00	spring	62.2								0.009233333	0.0222	19.5	39.10124628	34345.6893	AvgSRP&TP&TSS
1145	DHB_WRI	5/15/1990	18:00	spring	61.4								0.008133333	0.028633333	21.5	49.78373956	37381.2717	AvgSRP&TP&TSS
1146	DHB_WRI	5/15/1990	20:00	spring	61.4								0.0084	0.067566667	133	117.475718	231242.2854	AvgSRP&TP&TSS
1147	DHB_WRI	5/15/1990	22:00	spring	62.6								0.002933333	0.077033333	34.5	136.5526909	61156.2249	AvgSRP&TP&TSS
1148	DHB_WRI	5/16/1990	0:00	spring	97.79								0.0031	0.1143	213	316.5103508	589822.4386	AvgSRP&TP&TSS
1149	DHB_WRI	5/16/1990	2:00	spring	107.17								0.004333333	0.144666667	149.5	439.0246924	453692.5671	AvgSRP&TP&TSS
1150	DHB_WRI	5/16/1990	4:00	spring	94.67								0.003866667	0.177233333	121.5	475.1218712	325713.6024	AvgSRP&TP&TSS
1151	DHB_WRI	5/16/1990	6:00	spring	82.16								0.0016	0.196333333	98.5	456.7743526	229162.6849	AvgSRP&TP&TSS
1152	DHB_WRI	5/16/1990	8:00	spring	72.78								0.0035	0.1612	44.5	332.2188951	91710.55107	AvgSRP&TP&TSS
1153	DHB_WRI	5/16/1990	10:00	spring	66.53								0.0022	0.1243	35	234.1725002	65937.55035	AvgSRP&TP&TSS
1154	DHB_WRI	5/16/1990	12:00	spring	66.53								0.001733333	0.1057	32.5	199.1314021	61227.72533	AvgSRP&TP&TSS
1155	DHB_WRI	5/16/1990	14:00	spring	85.29								0.006166667	0.102433333	55	247.3925741	132833.6312	AvgSRP&TP&TSS
1156	DHB_WRI	5/16/1990	16:00	spring	160.33								0.008033333	0.093866667	137	426.1607329	621988.8516	AvgSRP&TP&TSS
1157	DHB_WRI	5/16/1990	18:00	spring	300.95								0.013233333	0.1599	331	1362.667984	2820782.381	AvgSRP&TP&TSS
1158	DHB_WRI	5/16/1990	20:00	spring	407.19								0.0275	0.198566667	700	2289.552944	8071279.461	AvgSRP&TP&TSS
1159	DHB_WRI	5/16/1990	22:00	spring	441.57								0.018566667	0.1608	612	2010.633181	7652409.866	AvgSRP&TP&TSS
1160	DHB_WRI	5/17/1990	0:00	spring	410.32								0.014133333	0.142833333	499	1659.584987	5797896.689	AvgSRP&TP&TSS
1161	DHB_WRI	5/17/1990	2:00	spring	350.95								0.0244	0.158833333	373	1578.462021	3706818.479	AvgSRP&TP&TSS
1162	DHB_WRI	5/17/1990	4:00	spring	291.58								0.023533333	0.173133333	264	1429.504945	2179761.107	AvgSRP&TP&TSS
1163	DHB_WRI	5/17/1990	6:00	spring	254.08								0.0205	0.152566667	200	1097.684117	1438956.672	AvgSRP&TP&TSS
1164	DHB_WRI	5/17/1990	8:00	spring	229.08								0.017733333	0.1267	168	821.8849542	1089792.204	AvgSRP&TP&TSS
1165	DHB_WRI	5/17/1990	10:00	spring	250.95								0.020133333	0.133833333	89	951.0398932	632447.4524	AvgSRP&TP&TSS
1166	DHB_WRI	5/17/1990	12:00	spring	288.45								0.023466667	0.1172	79.5	957.2941298	649359.0727	AvgSRP&TP&TSS
1167	DHB_WRI	5/17/1990	14:00	spring	329.08								0.024466667	0.213833333	297.5	1992.618393	2772271.112	AvgSRP&TP&TSS
1168	DHB_WRI	5/17/1990	16:00	spring	372.82								0.029633333	0.323466667	185.5	3414.884163	1958350.201	AvgSRP&TP&TSS
1169	DHB_WRI	5/17/1990	18:00	spring	397.82								0.0172	0.2877	267	3240.960334	3007773.407	AvgSRP&TP&TSS
1170	DHB_WRI	5/17/1990	20:00	spring	466.56								0.017	0.309	582	4082.378072	7689139.281	AvgSRP&TP&TSS
1171	DHB_WRI	5/17/1990	22:00	spring	419.69								0.0168	0.266833333	784	3171.143851	9317339.596	AvgSRP&TP&TSS
1172	DHB_WRI	5/18/1990	0:00	spring	332.2								0.0172	0.2575	357	2422.278656	3358265.942	AvgSRP&TP&TSS
1173	DHB_WRI	5/18/1990	2:00	spring	282.2								0.019366667	0.260233333	224.5	2079.539501	1793992.386	AvgSRP&TP&TSS
1174	DHB_WRI	5/18/1990	4:00	spring	254.08								0.016733333	0.250066667	163.5	1799.175495	1176347.079	AvgSRP&TP&TSS
1175	DHB_WRI	5/18/1990	6:00	spring	247.83								0.022266667	0.262366667	125	1841.237349	877225.2638	AvgSRP&TP&TSS
1176	DHB_WRI	5/18/1990	8:00	spring	269.7								0.025433333	0.329966667	105	2519.98675	801894.9645	AvgSRP&TP&TSS
1177	DHB_WRI	5/18/1990	10:00	spring	279.08								0.0211	0.268266667	85	2120.033232	671730.2106	AvgSRP&TP&TSS
1178	DHB_WRI	5/18/1990	12:00	spring	275.95								0.019866667	0.246733333	80.5	1927.993053	629033.1301	AvgSRP&TP&TSS
1179	DHB_WRI	5/18/1990	14:00	spring	260.33								0.022066667	0.231966667	65	1710.003666	479164.6997	AvgSRP&TP&TSS
1180	DHB_WRI	5/18/1990	16:00	spring	235.33								0.021366667	0.225366667	67.5	1501.807322	449809.1737	AvgSRP&TP&TSS
1181	DHB_WRI	5/18/1990	18:00	spring	216.58								0.0225	0.276033333	62	1692.883685	380239.5433	AvgSRP&TP&TSS
1182	DHB_WRI	5/18/1990	20:00	spring	210.33								0.020733333	0.2082	62.5	1240.021422	372244.6631	AvgSRP&TP&TSS
1183	DHB_WRI	5/18/1990	22:00	spring	200.95								0.020866667	0.1995	67.5	1135.215079	384095.3276	AvgSRP&TP&TSS
1184	DHB_WRI	5/19/1990	0:00	spring	194.7								0.023066667	0.1916	57	1056.352093	314259.2343	AvgSRP&TP&TSS
1185	DHB_WRI	5/19/1990	2:00	spring	179.08								0.024333333	0.179266667	56	909.062767	283976.4682	AvgSRP&TP&TSS
1186	DHB_WRI	5/19/1990	4:00	spring	179.08								0.0228	0.188366667	40.5	955.2089431	205375.8386	AvgSRP&TP&TSS
1187	DHB_WRI	5/19/1990	6:00	spring	163.45								0.023866667	0.1892	44	875.6958626	203650.2006	AvgSRP&TP&TSS
1188	DHB_WRI	5/19/1990	8:00	spring	160.33								0.021566667	0.1794	27.5	814.487591	124851.7768	AvgSRP&TP&TSS
1189	DHB_WRI	5/21/1990	10:00	spring	319.7								0.0105	0.034166667	261	309.3089538	2362818.619	AvgSRP&TP&TSS
1190	DHB_WRI	5/21/1990	12:00	spring	300.95								0.017866667	0.0419	141	357.0718482	1201602.162	AvgSRP&TP&TSS
1191	DHB_WRI	5/21/1990	14:00	spring	285.33								0.022733333	0.062133333	111	502.0180451	896845.5467	AvgSRP&TP&TSS
1192	DHB_WRI	5/21/1990	16:00	spring	263.45								0.018266667	0.0486	95.5	362.5615234	712440.8536	AvgSRP&TP&TSS
1193	DHB_WRI	5/21/1990	18:00	spring	241.58								0.015833333	0.033433333	98	228.7114418	670400.4443	AvgSRP&TP&TSS
1194	DHB_WRI	5/21/1990	20:00	spring	229.08								0.015766667	0.033433333	91	216.8772957	590304.1108	AvgSRP&TP&TSS
1195	DHB_WRI	5/21/1990	22:00	spring	213.45								0.0147	0.036033333	82.5	217.7949648	498651.7511	AvgSRP&TP&TSS
1196	DHB_WRI	7/20/1990	15:30	summer	100.92								0.0446	0	0	0		AvgSRP&TP&TSS
1197	DHB_WRI	7/20/1990	17:30	summer	97.79								0.036	2.219066667	720	6144.860624	1993765.99	AvgSRP&TP&TSS
1198	DHB_WRI	7/20/1990	19:30	summer	79.03								0.058933333	1.294666667	1017	2897.324837	2275936.683	AvgSRP&TP&TSS
1199	DHB_WRI	7/20/1990	21:30	summer	58.6								0.0361	0.610666667	495	1013.325733	821391.219	AvgSRP&TP&TSS
1200	DHB_WRI	7/20/1990	23:30	summer	49.74								0.018866667	0.511233333	382	720.0658	538042.2556	AvgSRP&TP&TSS
1201	DHB_WRI	7/21/1990	1:30	summer	42.5								0.021733333	0.355866667	359	428.2757474	432046.6275	AvgSRP&TP&TSS
1202	DHB_WRI	7/21/1990	3:30	summer	37.67								0.015866667	0.328	238	349.8780559	253874.9308	AvgSRP&TP&TSS
1203	DHB_WRI	7/21/1990	5:30	summer	34.45								0.022766667	0.328833333	215	320.7837067	209736.9398	AvgSRP&TP&TSS
1204	DHB_WRI	7/21/1990	7:30	summer	32.04								0.023966667	0.247933333	125	224.9441312	113409.585	AvgSRP&TP&TSS
1205	DHB_WRI	7/21/1990	9:30	summer	30.43								0.015233333	0.176433333	109.5	152.0301877	94354.65095	AvgSRP&TP&TSS
1206	DHB_WRI	7/21/1990	11:30	summer	31.24								0.015433333	0.139766667	64	123.6408194	56615.87712	AvgSRP&TP&TSS
1207	DHB_WRI	7/21/1990	13:30	summer	30.43								0.0196	0.1153	60	99.35243154	51701.1786	AvgSRP&TP&TSS
1208	DHB_WRI	7/23/1990	9:00	summer	43.31								0.017066667	0.468	609	573.9595384	746883.2454	AvgSRP&TP&TSS
1209	DHB_WRI	7/23/1990	11:00	summer	63								0.034933333	0.522133333	313	931.4707242	558382.923	AvgSRP&TP&TSS
1210	DHB_WRI	7/23/1990	13:00	summer	61.4								0.0342	0.302333333	187.5	525.6560216	325999.4625	AvgSRP&TP&TSS
1211	DHB_WRI	7/23/1990	15:00	summer	59.4								0.026666667	0.225533333	117	379.353787	196797.4866	AvgSRP&TP&TSS
1212	DHB_WRI	7/23/1990	17:00	summer	56.99								0.0399	0.2529	125	408.1264364	201723.2288	AvgSRP&TP&TSS
1213	DHB_WRI	7/23/1990	19:00	summer	53.77								0.0438	0.222533333	108.5	338.8303855	165202.6523	AvgSRP&TP&TSS
1214	DHB_WRI	7/23/1990	21:00	summer	51.35								0.041766667	0.191133333	82	277.922765	119234.3919	AvgSRP&TP&TSS
1215	DHB_WRI	7/23/1990	23:00	summer	48.94								0.038933333	0.1779	63	246.539865	87307.54074	AvgSRP&TP&TSS
1216	DHB_WRI	7/24/1990	1:00	summer	46.53								0.064233333	0.199933333	59.5	263.4301622	78396.6056	AvgSRP&TP&TSS
1217	DHB_WRI	7/24/1990	3:00	summer	44.11								0.0349	0.121366667	48.5	151.5945974	60579.5492	AvgSRP&TP&TSS
1218	DHB_WRI	7/24/1990	5:00	summer	42.5								0.026166667	0.1167	52.5	140.4452408	63182.30625	AvgSRP&TP&TSS
1219	DHB_WRI	7/24/1990	7:00	summer	41.7								0.025133333	0.091233333	27.5	107.7300439	32472.51975	AvgSRP&TP&TSS
1220	DHB_WRI	9/14/1990	20:00	autumn	4.45								0.0179	0.041633333	7.5	5.246243353	945.079875	AvgSRP&TP&TSS
1221	DHB_WRI	9/14/1990	22:00	autumn	4.45								0.006666667	0.026433333	6.5	3.330881473	819.069225	AvgSRP&TP&TSS
1222	DHB_WRI	9/15/1990	0:00	autumn	11.92								0.0044	0.081866667	24.5	27.63316344	8269.69668	AvgSRP&TP&TSS
1223	DHB_WRI	9/15/1990	2:00	autumn	11.92								0.002	0.060833333	9.5	20.53360049	3206.61708	AvgSRP&TP&TSS
1224	DHB_WRI	9/15/1990	4:00	autumn	12.73								0.002966667	0.034833333	16	12.55655999	5767.60656	AvgSRP&TP&TSS
1225	DHB_WRI	9/15/1990	6:00	autumn	28.82								0.002033333	0.040633333	15	33.16069809	12241.4391	AvgSRP&TP&TSS
1226	DHB_WRI	9/15/1990	8:00	autumn	41.7								0.0048	0.136	75	160.5913704	88561.4175	AvgSRP&TP&TSS
1227	DHB_WRI	9/15/1990	10:00	autumn	52.16								0.001533333	0.163	78	240.7533994	115207.1482	AvgSRP&TP&TSS
1228	DHB_WRI	9/15/1990	12:00	autumn	48.94								0.0022	0.1321	45	183.0686688	62362.5291	AvgSRP&TP&TSS
1229	DHB_WRI	9/15/1990	14:00	autumn	44.11								0.0023	0.1108	39	138.396166	48713.45193	AvgSRP&TP&TSS
1230	DHB_WRI	9/15/1990	16:00	autumn	40.09								0.004733333	0.089966667	34.5	102.1327271	39165.38429	AvgSRP&TP&TSS
1231	DHB_WRI	9/15/1990	18:00	autumn	36.87								0.007833333	0.083366667	45	87.03878444	46982.15055	AvgSRP&TP&TSS
1232	DHB_WRI	9/15/1990	20:00	autumn	34.45								0.0033	0.0848	27.5	82.72415112	26826.81788	AvgSRP&TP&TSS
1233	DHB_WRI	9/15/1990	22:00	autumn	32.85								0.003466667	0.0827	32	76.92865232	29766.8304	AvgSRP&TP&TSS
1234	DHB_WRI	9/16/1990	0:00	autumn	31.24								0.007266667	0.0787	40	69.6198364	35384.9232	AvgSRP&TP&TSS
1235	DHB_WRI	9/16/1990	2:00	autumn	29.63								0.007433333	0.072033333	22.5	60.4383226	18878.23598	AvgSRP&TP&TSS
1236	DHB_WRI	9/16/1990	4:00	autumn	28.02								0.002133333	0.0654	21.5	51.89112904	17059.01031	AvgSRP&TP&TSS
1237	DHB_WRI	9/16/1990	6:00	autumn	27.21								0.009333333	0.055866667	22.5	43.0455781	17336.37533	AvgSRP&TP&TSS
1238	DHB_WRI	9/16/1990	8:00	autumn	25.6								0.005833333	0.044866667	8.5	32.52452888	6161.7792	AvgSRP&TP&TSS
